Age,Gender,City,Position,Years_worked,Seniority,Technology,Salary
34,Male,Hamburg,DevOps,8,Senior,Embedded,67500
36,Male,Munich,Software Engineer,13,Head,Java,90000
36,Male,Berlin,DevOps,17,Head,Python,124000
31,Male,Berlin,Software Engineer,7,Senior,Java,75000
28,Male,Munich,Software Engineer,8,Senior,PHP,57000
28,Male,Munich,Software Engineer,8,Senior,PHP,57000
36,Male,Berlin,Backend Developer,16,Lead,Scala,120000
22,Female,Eindhoven,Frontend Developer,2,Junior,JS,24000
30,Male,Berlin,Backend Developer,4,Middle,python,58000
35,Male,Berlin,Software Engineer,12,Middle,Kotlin,75000
30,Male,Berlin,Software Engineer,10,Middle,iOS,71000
36,Male,Bonn,DevOps,15,Junior,jenkins bash,52500
28,Male,Cologne,Software Engineer,5,Middle,Java,50000
42,Male,Berlin,Backend Developer,19,Senior,PHP,66000
34,Male,Berlin,Backend Developer,14,Senior,Kotlin,95000
27,Male,Hamburg,Backend Developer,0,Junior,Python,50000
36,Female,Berlin,Data Scientist,5,Senior,Python,87000
31,Male,Berlin,Software Engineer,4,Senior,Python,68000
32,Female,Munich,It Consulting ,2,Junior,Test Management ,54000
32,Male,Berlin,Software Engineer,13,Lead,JavaScript,83000
36,Male,Prefer not to say,ML Engineer,6,Senior,Python,110000
26,Male,Munich,Software Engineer,6,Senior,TypeScript,93000
28,Female,Berlin,Data Scientist,4,Middle,Python,73700
34,Male,Munich,Data Scientist,10,Senior,Python,85000
38,Male,Berlin,Data Scientist,10,Senior,Python,87550
37,Male,Berlin,Software Engineer,16,Senior,Java,80000
31,Male,Berlin,Backend Developer,9,Senior,NodeJS/TS,65000
38,Male,Berlin,Backend Developer,15,Middle,PHP/MySQL,40700
25,Male,Hamburg,ML Engineer,2,Middle,Python,60000
33,Female,Berlin,Frontend Developer,13,Middle,"Angular, TypeScript",47745
39,Female,Berlin,Data Scientist,3,Junior,python,60000
25,Male,Hamburg,Software Engineer,1,Junior,C#,43500
30,Female,Berlin,Software Engineer,7,Senior,Java,60000
35,Male,Munich,Software Engineer,14,Senior,C++,98000
25,Male,Cologne,ML Engineer,2,Middle,"NLP, Python",51000
31,Male,Berlin,Software Engineer,4,Senior,Java,69000
31,Male,Hamburg,Data Scientist,6,Middle,Python,57000
25,Female,Amsterdam,Data Scientist,2,Middle,Python,49850
27,Male,Dusseldurf,Backend Developer,2,Middle,PHP,50000
37,Male,Berlin,Software Engineer,12,Middle,php,65000
32,Male,Hamburg,ML Engineer,4,Middle,"Python, AWS",37500
28,Female,Berlin,Backend Developer,3,Middle,Python,65000
35,Male,Fr,Backend Developer,4,Middle,Java,42000
36,Male,Berlin,Staff Engineer,15,Lead,Go,85000
32,Male,Berlin,Designer (UI/UX),5,Senior,Java,70000
22,Male,Frankfurt,Software Engineer,2,Junior,Java,45000
33,Male,Berlin,Head of IT,3,Head,Python,100000
35,Male,Berlin,Backend Developer,13,Senior,Php,68000
32,Female,Berlin,Computational linguist,5,Middle,Java,50400
28,Male,Berlin,Product Analyst,4,Junior,SQL,55000
30,Male,Hamburg,Data Scientist,5,Middle,Python,55000
40,Male,Munich,Data Engineer,15,Lead,SQL,90000
27,Female,Berlin,Data Scientist,5,Senior,Python ,75000
32,Male,Berlin,Backend Developer,10,Senior,Node.js,80000
33,Male,Munich,Software Engineer,5,Senior,Embedded C++,61000
31,Male,Berlin,Data Engineer,4,Middle,Python,50000
32,Male,Munich,Software Engineer,10,Lead,Swift,75000
25,Male,Munich,Frontend Developer,7,Senior,JS,70000
34,Male,Munich,Software Engineer,10,Senior,C++,74000
29,Male,Darmstadt,Data Scientist,5,Middle,Python,65000
29,Male,Darmstadt,Data Scientist,5,Middle,Python,65000
24,Male,Munich,DevOps,3,Junior,Go,77000
35,Male,Frankfurt,Software Engineer,10,Senior,Java,60000
31,Male,Munich,DevOps,6,Middle,NodsJs,60000
27,Male,Munich,Software Engineer,2,Junior,Java,68000
38,Male,Berlin,Full-Stack Developer,1,Junior,Javascript/Typescript,45500
34,Male,Munich,DevOps,12,Middle,Java,72000
35,Male,Darmstadt,Data Scientist,4,Senior,python,67000
35,Male,Duesseldorf,DevOps,17,Senior,Linux,85000
36,Male,Berlin,Backend Developer,10,Senior,Java,75000
33,Male,Munich,Backend Developer,13,Senior,Java,70000
29,Male,Berlin,DevOps,7,Senior,"Kuberenetes, Openstack",82000
35,Male,Berlin,Software Engineer,15,Senior,Java,85000
30,Male,Berlin,Software Engineer,11,Senior,c/c++,70000
25,Female,Cambridge,Frontend Developer,4,Middle,JavaScript/Typescript,45000
24,Male,Berlin,ML Engineer,1,Junior,Python,11500
34,Male,Cologne,CTO,14,Lead,C#,84000
42,Male,Hamburg,Data Scientist,2,Senior,Python ,80000
37,Female,Hamburg,QA Manager,7,Middle,java,46000
32,Male,Berlin,Mobile Developer,8,Senior,Swift,75000
26,Female,Berlin,Mobile Developer,8,Middle,c++,40000
35,Male,Munich,Software Engineer,15,Head,SQL,100000
43,Male,Munich,Product Manager,18,Lead,.NET,115000
41,Male,Munich,Software Engineer,15,Senior,Kotlin,99000
33,Male,Berlin,Backend Developer,8,Lead,NodeJS,90000
44,Male,Berlin,QA Lead,15,Lead,"JS, Java",72000
28,Male,Berlin,ML Engineer,5,Middle,"Python, Pytorch",54000
34,Female,Berlin,Designer (UI/UX),10,Senior,"PS, Sketch, React, CSS3",45000
40,Male,Berlin,Backend Developer,20,Lead,Java,80000
28,Male,Brussels,Robotics Engineer,3,Middle,C++,45000
26,Male,Stockholm,ML Engineer,3,Middle,Python/NLP,60000
39,Male,Berlin,Software Engineer,15,Lead,Java,75000
32,Male,Copenhagen,Data Scientist,6,Senior,Python,92000
27,Female,Lisbon,Backend Developer,3,Middle,Java,17500
32,Female,Berlin,Software Engineer,2,Middle,Javascript,63000
25,Female,Berlin,Software Engineer,4,Middle,"Scala, Apache Spark",65000
37,Female,Berlin,Data Scientist,7,Head,Python,75000
56,Male,Munich,Software Engineer,30,Lead,c++,110000
30,Male,Berlin,Data Scientist,5,Middle,Python,60000
30,Female,Hamburg,Software Engineer,5,Senior,Java,70000
30,Female,Hamburg,Software Engineer,5,Senior,Java,70000
27,Male,Munich,QA Engineer,6,Middle,Python,70000
29,Male,Berlin,Software Engineer,6,Senior,Python,70000
24,Male,Berlin,Mobile Developer,4,Middle,"Swift, Objective-C",70000
27,Male,Berlin,Data Engineer,0,Junior,Python,40000
28,Male,Berlin,Frontend Developer,7,Middle,React.js / TypeScript,62000
40,Male,Berlin,Data Engineer,14,Middle,"BI, DWH, ETL/ELT",57000
32,Male,Berlin,Backend Developer,9,Senior,Scala,90000
32,Male,Berlin,Software Engineer,11,Senior,Scala,72500
30,Male,Berlin,Backend Developer,9,Senior,Scala,75000
30,Male,Berlin,Backend Developer,9,Senior,Scala,85000
36,Male,Stuttgart,Mobile Developer,16,Lead,Java,62500
33,Male,Berlin,Software Engineer,7,Senior,C++,65900
33,Male,Berlin,Engineering Manager,15,Lead,Java,85000
32,Male,Munich,Software Engineer,13,Middle,Java,95000
34,Male,Berlin,Backend Developer,12,Senior,Kotlin,75000
54,Male,Munich,Software Engineer,25,Middle,Python,75000
28,Male,Sevilla,DatabEngineer,4,Middle,GCP,30000
28,Female,Berlin,Frontend Developer,5,Senior,javascript,64000
29,Female,Berlin,Project Manager,6,Middle,Web,51000
38,Male,Berlin,Data Scientist,6,Lead,Python,110000
33,Male,Berlin,Software Engineer,11,Senior,Scala,107000
36,Male,Berlin,Backend Developer,12,Senior,Python,100000
36,Male,Berlin,Software Engineer,15,Senior,PHP,70000
37,Male,Aachen,QA Engineer,15,Senior,Python,70000
36,Male,Munich,Software Engineer,15,Senior,PL/SQL,68000
35,Female,Munich,Application Consultant,6,Junior,SAP,46000
33,Male,Munich,Frontend Developer,10,Senior,Javascript,100000
33,Male,Stuttgart,Team Lead,12,Lead,PHP,70200
31,Male,Berlin,Backend Developer,7,Senior,Go,75000
36,Male,Amsterdam,Mobile Developer,14,Senior,Swift,75000
31,Male,Berlin,Software Engineer,9,Senior,scala,85000
36,Male,Regensburg,Software Engineer,10,Middle,C#,66000
37,Male,Munich,DevOps,17,Senior,AWS,90000
30,Male,Berlin,Consultant,3,Middle,Java,58000
30,Male,Berlin,Software Engineer,11,Senior,Java / Scala,90000
27,Male,Krakow,QA Engineer,5,Senior,java,35000
33,Female,Munich,Software Engineer,10,Senior,Java,47500
35,Male,Ingolstadt,Backend Developer,10,Lead,Magento,65000
26,Male,Berlin,Backend Developer,5,Middle,Java,72000
29,Male,Berlin,Software Engineer,9,Senior,C++,73000
31,Male,Berlin,Backend Developer,4,Middle,Ruby on Rails,50000
36,Male,Stuttgart,Lead Developer,8,Lead,.net,72000
24,Female,Munich,Software Engineer,1,student,Python,16320
36,Male,Berlin,Mobile Developer,10,Middle,Android,68000
29,Male,Munich,Data Scientist,6,Middle,SQL,70000
30,Female,Berlin,Frontend Developer,3,Lead,JavaScript ,57600
30,Male,Munich,Software Engineer,8,Senior,PHP,68000
29,Male,Berlin,Backend Developer,5,Senior,Go,75000
34,Male,Berlin,Software Engineer,14,Lead,Java,95000
30,Male,Berlin,Backend Developer,10,Lead,Java,82000
34,Male,Prague,Backend Developer,14,Lead,C#,90000
27,Male,Munich,Software Engineer,8,Senior,"C++, C#",52000
26,Male,Munich,Mobile Developer,5,Middle,Kotlin,65000
35,Male,Munich,Software Engineer,12,Lead,python,100000
44,Male,Munich,Software Architekt,20,Head,Java Backend,95000
34,Male,Ingolstadt ,Software Engineer,4,Junior,C++,55000
45,Male,Munich,Software Engineer,20,Self employed,".net, c++, spss",200000
31,Male,Munich,Backend Developer,10,Senior,Ruby on Rails,85000
24,Male,Berlin,Frontend Developer,5,Senior,TypeScript,68250
27,Male,Munich,Software Engineer,7,Middle,.NET,63000
34,Male,Berlin,Frontend Developer,6,Middle,Javascript,63000
28,Male,Munich,Software Engineer,7,Middle,Java,63000
25,Male,Berlin,ML Engineer,5,Middle,Scala,65000
35,Male,Karlsruhe,Software Engineer,12,Senior,".Net, Angular",75000
33,Female,Munich,Testmanager,10,Junior,Java,60000
26,Male,Saint-Petersburg,Project Manager,5,Middle,Python,20000
26,Male,Saint-Petersburg,Project Manager,5,Middle,Python,20000
39,Male,Berlin,QA Engineer,7,Senior,Java,76000
37,Male,Berlin,Mobile Developer,15,Senior,Android,84700
27,Male,Frankfurt,Software Engineer,3,Middle,Qlik,52000
31,Female,Berlin,Data Scientist,4,Middle,spark,50500
32,Male,Munich,ERP Consultant,10,Lead,SAP,130000
32,Female,Munich,QA Engineer,8,Senior,Java,55000
32,Male,Munich,Software Engineer,10,Head,Scala,95000
28,Male,Berlin,Frontend Developer,5,Middle,JavaScript,55000
34,Male,Zurich,Software Engineer,7,Senior,PHP,108500
31,Male,Berlin,Backend Developer,9,Senior,Java,70000
33,Male,Berlin,Researcher,10,Senior,consumer analysis,60000
39,Male,Munich,IT Operations Manager,15,Lead,PHP,110000
26,Male,Saarbrucken,Frontend Developer,7,Middle,JavaScript,38350
26,Male,Berlin,DevOps,2,Middle,yaml,65000
